path,text,emotion
archive\Actor_18\03-01-08-01-02-01-18.wav, dogs are sitting by the door.,8
archive\Actor_18\03-01-08-01-02-02-18.wav, dox are sitting by the door?,8
archive\Actor_18\03-01-08-02-01-01-18.wav, kids are talking by the door.,8
archive\Actor_18\03-01-08-02-01-02-18.wav, kids are talking by the door.,8
archive\Actor_18\03-01-08-02-02-01-18.wav, doxers sitting by the door?,8
archive\Actor_18\03-01-08-02-02-02-18.wav, dogs are sitting by the door.,8
archive\Actor_19\03-01-01-01-01-01-19.wav, kids are talking by the door.,1
archive\Actor_19\03-01-01-01-01-02-19.wav, kids are talking by the door.,1
archive\Actor_19\03-01-01-01-02-01-19.wav, dogs are sitting by the door.,1
archive\Actor_19\03-01-01-01-02-02-19.wav, dogs are sitting by the door.,1
archive\Actor_19\03-01-02-01-01-01-19.wav, kids are talking by the door.,2
archive\Actor_19\03-01-02-01-01-02-19.wav, kids are talking by the door.,2
archive\Actor_19\03-01-02-01-02-01-19.wav, dogs are sitting by the door.,2
archive\Actor_19\03-01-02-01-02-02-19.wav, dogs are sitting by the door.,2
archive\Actor_19\03-01-02-02-01-01-19.wav, kids are talking by the door.,2
archive\Actor_19\03-01-02-02-01-02-19.wav, kids are talking by the door.,2
archive\Actor_19\03-01-02-02-02-01-19.wav, dogs are sitting by the door.,2
archive\Actor_19\03-01-02-02-02-02-19.wav, dogs are sitting by the door.,2
archive\Actor_19\03-01-03-01-01-01-19.wav, kids are talking by the door.,3
archive\Actor_19\03-01-03-01-01-02-19.wav, kids are talking by the door.,3
archive\Actor_19\03-01-03-01-02-01-19.wav, dogs are sitting by the door.,3
archive\Actor_19\03-01-03-01-02-02-19.wav, dogs are sitting by the door.,3
archive\Actor_19\03-01-03-02-01-01-19.wav, kids are talking by the door.,3
archive\Actor_19\03-01-03-02-01-02-19.wav, kids are talking by the door.,3
archive\Actor_19\03-01-03-02-02-01-19.wav, dogs are sitting by the door.,3
archive\Actor_19\03-01-03-02-02-02-19.wav, dogs are sitting by the door.,3
archive\Actor_19\03-01-04-01-01-01-19.wav, kids are talking by the door.,4
archive\Actor_19\03-01-04-01-01-02-19.wav, kids are talking by the door.,4
archive\Actor_19\03-01-04-01-02-01-19.wav, the dog is sitting by the door.,4
archive\Actor_19\03-01-04-01-02-02-19.wav, dogs are sitting by the door.,4
archive\Actor_19\03-01-04-02-01-01-19.wav, kids are talking by the door.,4
archive\Actor_19\03-01-04-02-01-02-19.wav, kids are talking by the door,4
archive\Actor_19\03-01-04-02-02-01-19.wav, the dogs are sitting by the door.,4
archive\Actor_19\03-01-04-02-02-02-19.wav, dogs are sitting by the door.,4
archive\Actor_19\03-01-05-01-01-01-19.wav, kids are talking by the door.,5
archive\Actor_19\03-01-05-01-01-02-19.wav, kids are talking by the door.,5
archive\Actor_19\03-01-05-01-02-01-19.wav, it's all just sitting by the door.,5
archive\Actor_19\03-01-05-01-02-02-19.wav, dogs are sitting by the door.,5
archive\Actor_19\03-01-05-02-01-01-19.wav, kids are talking by the door.,5
archive\Actor_19\03-01-05-02-01-02-19.wav, kids are talking by the door!,5
archive\Actor_19\03-01-05-02-02-01-19.wav, dogs are sitting by the door!,5
archive\Actor_19\03-01-05-02-02-02-19.wav, dogs are sitting by the door.,5
archive\Actor_19\03-01-06-01-01-01-19.wav, kids are talking by the door.,6
archive\Actor_19\03-01-06-01-01-02-19.wav, kids are talking by the door,6
archive\Actor_19\03-01-06-01-02-01-19.wav, dogs are sitting by the door.,6
archive\Actor_19\03-01-06-01-02-02-19.wav, dogs are sitting by the door.,6
archive\Actor_19\03-01-06-02-01-01-19.wav, can't you talking by the door?,6
archive\Actor_19\03-01-06-02-01-02-19.wav, kids are talking by the door!,6
archive\Actor_19\03-01-06-02-02-01-19.wav, dogs are sitting by the door.,6
archive\Actor_19\03-01-06-02-02-02-19.wav, dogs are sitting by the door!,6
archive\Actor_19\03-01-07-01-01-01-19.wav," oh, kids are talking by the door.",7
archive\Actor_19\03-01-07-01-01-02-19.wav, kids are talking by the door.,7
archive\Actor_19\03-01-07-01-02-01-19.wav, the odds it's sitting by the door.,7
archive\Actor_19\03-01-07-01-02-02-19.wav, this dog is sitting by the door.,7
archive\Actor_19\03-01-07-02-01-01-19.wav, kids are talking by the door!,7
archive\Actor_19\03-01-07-02-01-02-19.wav, kids are talking by the door.,7
archive\Actor_19\03-01-07-02-02-01-19.wav, dogs are sitting by the door!,7
archive\Actor_19\03-01-07-02-02-02-19.wav, dogs are sitting by the door!,7
archive\Actor_19\03-01-08-01-01-01-19.wav, the kids are talking by the door.,8
archive\Actor_19\03-01-08-01-01-02-19.wav, kids are talking by the door.,8
archive\Actor_19\03-01-08-01-02-01-19.wav, dogs are sitting by the door.,8
archive\Actor_19\03-01-08-01-02-02-19.wav, the object is sitting by the door.,8
archive\Actor_19\03-01-08-02-01-01-19.wav, kids are talking by the door.,8
archive\Actor_19\03-01-08-02-01-02-19.wav, kids are talking by the door,8
archive\Actor_19\03-01-08-02-02-01-19.wav, dogs are sitting by the door.,8
archive\Actor_19\03-01-08-02-02-02-19.wav, dogs are sitting by the door.,8
archive\Actor_20\03-01-01-01-01-01-20.wav, kids are talking by the door.,1
archive\Actor_20\03-01-01-01-01-02-20.wav, kids are talking by the door.,1
archive\Actor_20\03-01-01-01-02-01-20.wav, dogs are sitting by the door.,1
archive\Actor_20\03-01-01-01-02-02-20.wav, dogs are sitting by the door.,1
archive\Actor_20\03-01-02-01-01-01-20.wav, kids are talking by the door.,2
archive\Actor_20\03-01-02-01-01-02-20.wav, kids are talking by the door.,2
archive\Actor_20\03-01-02-01-02-01-20.wav, dogs are sitting by the door.,2
archive\Actor_20\03-01-02-01-02-02-20.wav, dogs are sitting by the door.,2
archive\Actor_20\03-01-02-02-01-01-20.wav, kids are talking by the door.,2
archive\Actor_20\03-01-02-02-01-02-20.wav, kids are talking by the door.,2
archive\Actor_20\03-01-02-02-02-01-20.wav, dogs are sitting by the door.,2
archive\Actor_20\03-01-02-02-02-02-20.wav, and i'll access sitting by the door.,2
archive\Actor_20\03-01-03-01-01-01-20.wav, kids are talking by the door.,3
archive\Actor_20\03-01-03-01-01-02-20.wav, kates are talking by the door.,3
archive\Actor_20\03-01-03-01-02-01-20.wav, dogs are sitting by the door.,3
archive\Actor_20\03-01-03-01-02-02-20.wav, dogs are sitting by the door.,3
archive\Actor_20\03-01-03-02-01-01-20.wav, kids are talking by the door.,3
archive\Actor_20\03-01-03-02-01-02-20.wav, kids are talking by the door.,3
archive\Actor_20\03-01-03-02-02-01-20.wav, dogs are sitting by the door.,3
archive\Actor_20\03-01-03-02-02-02-20.wav, dogs are sitting by the door!,3
archive\Actor_20\03-01-04-01-01-01-20.wav, kids are talking by the door.,4
archive\Actor_20\03-01-04-01-01-02-20.wav, it's a talking by the door.,4
archive\Actor_20\03-01-04-01-02-01-20.wav, talks are sitting by the door.,4
archive\Actor_20\03-01-04-01-02-02-20.wav, i'm just sitting by the door.,4
archive\Actor_20\03-01-04-02-01-01-20.wav, kids are talking by the door.,4
archive\Actor_20\03-01-04-02-01-02-20.wav, kids are talking by the door.,4
archive\Actor_20\03-01-04-02-02-01-20.wav, talks are sitting by the door.,4
archive\Actor_20\03-01-04-02-02-02-20.wav, the dogs are sitting by the door.,4
archive\Actor_20\03-01-05-01-01-01-20.wav, kids are talking by the door.,5
archive\Actor_20\03-01-05-01-01-02-20.wav, the kids are talking by the door.,5
archive\Actor_20\03-01-05-01-02-01-20.wav, dogs are sitting by the door.,5
archive\Actor_20\03-01-05-01-02-02-20.wav, dogs are sitting by the door.,5
archive\Actor_20\03-01-05-02-01-01-20.wav, kids are talking by the door.,5
archive\Actor_20\03-01-05-02-01-02-20.wav, kids are talking by the door!,5
archive\Actor_20\03-01-05-02-02-01-20.wav, the dogs are sitting by the door!,5
archive\Actor_20\03-01-05-02-02-02-20.wav, dogs are sitting by the door.,5
archive\Actor_20\03-01-06-01-01-01-20.wav, kids are talking by the door,6
archive\Actor_20\03-01-06-01-01-02-20.wav, kids are talking by the door.,6
archive\Actor_20\03-01-06-01-02-01-20.wav, talks are sitting by the door.,6
archive\Actor_20\03-01-06-01-02-02-20.wav, talks are sitting by the door.,6
archive\Actor_20\03-01-06-02-01-01-20.wav, kids are talking by the door!,6
archive\Actor_20\03-01-06-02-01-02-20.wav, kids are talking by the door!,6
archive\Actor_20\03-01-06-02-02-01-20.wav, so i'm just sitting by the door!,6
archive\Actor_20\03-01-06-02-02-02-20.wav, dogs are sitting by the door!,6
archive\Actor_20\03-01-07-01-01-01-20.wav, kids are talking by the door.,7
archive\Actor_20\03-01-07-01-01-02-20.wav, kids are talking by the door.,7
archive\Actor_20\03-01-07-01-02-01-20.wav, toxic is sitting by the door.,7
archive\Actor_20\03-01-07-01-02-02-20.wav, the hugs are sitting by the door.,7
archive\Actor_20\03-01-07-02-01-01-20.wav, kids are talking by the door.,7
archive\Actor_20\03-01-07-02-01-02-20.wav, kids talking by the door,7
archive\Actor_20\03-01-07-02-02-01-20.wav, dogs sitting by the door.,7
archive\Actor_20\03-01-07-02-02-02-20.wav," oh, dogs are sitting by the door!",7
archive\Actor_20\03-01-08-01-01-01-20.wav, kids are talking by the door.,8
archive\Actor_20\03-01-08-01-01-02-20.wav, kids are talking by the door.,8
archive\Actor_20\03-01-08-01-02-01-20.wav, dogs are sitting by the do-her.,8
archive\Actor_20\03-01-08-01-02-02-20.wav, dr. sitting by the door.,8
archive\Actor_20\03-01-08-02-01-01-20.wav, kids are to熟 by the door,8
archive\Actor_20\03-01-08-02-01-02-20.wav, kids are talking by the door.,8
archive\Actor_20\03-01-08-02-02-01-20.wav, dogs are sitting by the door.,8
archive\Actor_20\03-01-08-02-02-02-20.wav, dogs are sitting by the door.,8
archive\Actor_21\03-01-01-01-01-01-21.wav, kids are talking by the door.,1
archive\Actor_21\03-01-01-01-01-02-21.wav, kids are talking by the door.,1
archive\Actor_21\03-01-01-01-02-01-21.wav, dogs are sitting by the door.,1
archive\Actor_21\03-01-01-01-02-02-21.wav, dogs are sitting by the door.,1
archive\Actor_21\03-01-02-01-01-01-21.wav, kids are talking by the door.,2
archive\Actor_21\03-01-02-01-01-02-21.wav, kids are talking by the door.,2
archive\Actor_21\03-01-02-01-02-01-21.wav, dogs are sitting by the door.,2
archive\Actor_21\03-01-02-01-02-02-21.wav, dogs are sitting by the door.,2
archive\Actor_21\03-01-02-02-01-01-21.wav, kids are talking by the door.,2
archive\Actor_21\03-01-02-02-01-02-21.wav, kids are talking by the door.,2
archive\Actor_21\03-01-02-02-02-01-21.wav, dogs are sitting by the door.,2
archive\Actor_21\03-01-02-02-02-02-21.wav, dogs are sitting by the door.,2
archive\Actor_21\03-01-03-01-01-01-21.wav, kids are talking by the door.,3
archive\Actor_21\03-01-03-01-01-02-21.wav, kids are talking by the door.,3
archive\Actor_21\03-01-03-01-02-01-21.wav, dogs are sitting by the door.,3
archive\Actor_21\03-01-03-01-02-02-21.wav, dogs are sitting by the door.,3
archive\Actor_21\03-01-03-02-01-01-21.wav, kids are talking by the door.,3
archive\Actor_21\03-01-03-02-01-02-21.wav, kids are talking by the door.,3
archive\Actor_21\03-01-03-02-02-01-21.wav, dogs are sitting by the door.,3
archive\Actor_21\03-01-03-02-02-02-21.wav, dogs are sitting by the door.,3
archive\Actor_21\03-01-04-01-01-01-21.wav, kids are talking by the door.,4
archive\Actor_21\03-01-04-01-01-02-21.wav, kids are talking by the door.,4
archive\Actor_21\03-01-04-01-02-01-21.wav, dogs are sitting by the door.,4
archive\Actor_21\03-01-04-01-02-02-21.wav, dogs are sitting by the door.,4
archive\Actor_21\03-01-04-02-01-01-21.wav, kids are talking by the door.,4
archive\Actor_21\03-01-04-02-01-02-21.wav, kids are talking by the door.,4
archive\Actor_21\03-01-04-02-02-01-21.wav, to augs are sitting by the door.,4
archive\Actor_21\03-01-04-02-02-02-21.wav, dogs are sitting by the door.,4
archive\Actor_21\03-01-05-01-01-01-21.wav, kids are talking by the door.,5
archive\Actor_21\03-01-05-01-01-02-21.wav, kids are talking by the door.,5
archive\Actor_21\03-01-05-01-02-01-21.wav, dogs are sitting by the door.,5
archive\Actor_21\03-01-05-01-02-02-21.wav, dogs are sitting by the door.,5
archive\Actor_21\03-01-05-02-01-01-21.wav, kids are talking by the door.,5
archive\Actor_21\03-01-05-02-01-02-21.wav, kids are talking by the door.,5
archive\Actor_21\03-01-05-02-02-01-21.wav, dogs are sitting by the door.,5
archive\Actor_21\03-01-05-02-02-02-21.wav, dogs are sitting by the door.,5
archive\Actor_21\03-01-06-01-01-01-21.wav, kids are talking by the door.,6
archive\Actor_21\03-01-06-01-01-02-21.wav, kids are talking by the door.,6
archive\Actor_21\03-01-06-01-02-01-21.wav, dogs are sitting behind the door.,6
archive\Actor_21\03-01-06-01-02-02-21.wav, dogs are sitting by the door.,6
archive\Actor_21\03-01-06-02-01-01-21.wav, kids are talking by the door.,6
archive\Actor_21\03-01-06-02-01-02-21.wav, kids are talking by the door.,6
archive\Actor_21\03-01-06-02-02-01-21.wav, the hawke dogs are sitting by the door.,6
archive\Actor_21\03-01-06-02-02-02-21.wav, dogs who are sitting by the door.,6
archive\Actor_21\03-01-07-01-01-01-21.wav, kids are talking by the door.,7
archive\Actor_21\03-01-07-01-01-02-21.wav, kids are talking by the door.,7
archive\Actor_21\03-01-07-01-02-01-21.wav, dogs are sitting by the door.,7
archive\Actor_21\03-01-07-01-02-02-21.wav, dogs are sitting by the door.,7
archive\Actor_21\03-01-07-02-01-01-21.wav, kids are talking by the door.,7
archive\Actor_21\03-01-07-02-01-02-21.wav, kids are talking by the door.,7
archive\Actor_21\03-01-07-02-02-01-21.wav, dogs are sitting by the door.,7
archive\Actor_21\03-01-07-02-02-02-21.wav, dogs are sitting by the door.,7
archive\Actor_21\03-01-08-01-01-01-21.wav, kids are talking by the door.,8
archive\Actor_21\03-01-08-01-01-02-21.wav, kids are talking by the door.,8
archive\Actor_21\03-01-08-01-02-01-21.wav, dogs are sitting by the door.,8
archive\Actor_21\03-01-08-01-02-02-21.wav, dogs are sitting by the door.,8
archive\Actor_21\03-01-08-02-01-01-21.wav, kids are talking by the door.,8
archive\Actor_21\03-01-08-02-01-02-21.wav, kids are talking by the door.,8
archive\Actor_21\03-01-08-02-02-01-21.wav, dogs are sitting by the door.,8
archive\Actor_21\03-01-08-02-02-02-21.wav, dogs are sitting by the door.,8
archive\Actor_22\03-01-01-01-01-01-22.wav, kids are talking by the door.,1
archive\Actor_22\03-01-01-01-01-02-22.wav, kids are talking by the door.,1
archive\Actor_22\03-01-01-01-02-01-22.wav, dogs are sitting by the door.,1
archive\Actor_22\03-01-01-01-02-02-22.wav, dogs are sitting by the door.,1
archive\Actor_22\03-01-02-01-01-01-22.wav, kids are talking by the door.,2
archive\Actor_22\03-01-02-01-01-02-22.wav, kids are talking by the door.,2
archive\Actor_22\03-01-02-01-02-01-22.wav, dogs are sitting by the door.,2
archive\Actor_22\03-01-02-01-02-02-22.wav, dogs are sitting by the door.,2
archive\Actor_22\03-01-02-02-01-01-22.wav, kids are talking by the door.,2
archive\Actor_22\03-01-02-02-01-02-22.wav, kids are talking by the door.,2
archive\Actor_22\03-01-02-02-02-01-22.wav, dogs are sitting by the door.,2
archive\Actor_22\03-01-02-02-02-02-22.wav, dogs are sitting by the door.,2
archive\Actor_22\03-01-03-01-01-01-22.wav, kids are talking by the door.,3
archive\Actor_22\03-01-03-01-01-02-22.wav, kids are talking by the door.,3
archive\Actor_22\03-01-03-01-02-01-22.wav, dogs are sitting by the door.,3
archive\Actor_22\03-01-03-01-02-02-22.wav, dogs are sitting by the door.,3
archive\Actor_22\03-01-03-02-01-01-22.wav, kids are talking by the door.,3
archive\Actor_22\03-01-03-02-01-02-22.wav, kids are talking by the door.,3
archive\Actor_22\03-01-03-02-02-01-22.wav, dogs are sitting by the door.,3
archive\Actor_22\03-01-03-02-02-02-22.wav, dogs are sitting by the door.,3
archive\Actor_22\03-01-04-01-01-01-22.wav, kids are talking by the door.,4
archive\Actor_22\03-01-04-01-01-02-22.wav, kids are talking by the door.,4
archive\Actor_22\03-01-04-01-02-01-22.wav, dogs are sitting by the door.,4
archive\Actor_22\03-01-04-01-02-02-22.wav, dogs are sitting by the door.,4
archive\Actor_22\03-01-04-02-01-01-22.wav, kids are talking by the door.,4
archive\Actor_22\03-01-04-02-01-02-22.wav, kids are talking by the door.,4
archive\Actor_22\03-01-04-02-02-01-22.wav, jogs are sitting by the door.,4
archive\Actor_22\03-01-04-02-02-02-22.wav, dogs are sitting by the door.,4
archive\Actor_22\03-01-05-01-01-01-22.wav, kids are talking by the door.,5
archive\Actor_22\03-01-05-01-01-02-22.wav, kids are talking by the door.,5
archive\Actor_22\03-01-05-01-02-01-22.wav, dogs are sitting by the door.,5
archive\Actor_22\03-01-05-01-02-02-22.wav, dogs are sitting by the door.,5
archive\Actor_22\03-01-05-02-01-01-22.wav, kids are talking by the door.,5
archive\Actor_22\03-01-05-02-01-02-22.wav, kids are talking by the door.,5
archive\Actor_22\03-01-05-02-02-01-22.wav, dogs are sitting by the door.,5
archive\Actor_22\03-01-05-02-02-02-22.wav, dogs are sitting by the door.,5
archive\Actor_22\03-01-06-01-01-01-22.wav, kids are talking by the door.,6
archive\Actor_22\03-01-06-01-01-02-22.wav, kids are talking by the door.,6
archive\Actor_22\03-01-06-01-02-01-22.wav, dogs are sitting by the door.,6
archive\Actor_22\03-01-06-01-02-02-22.wav, dogs are sitting by the door.,6
archive\Actor_22\03-01-06-02-01-01-22.wav, kids are talking by the door.,6
archive\Actor_22\03-01-06-02-01-02-22.wav, kids are talking by the door.,6
archive\Actor_22\03-01-06-02-02-01-22.wav, dogs are sitting by the door.,6
archive\Actor_22\03-01-06-02-02-02-22.wav, talks with sitting by the door.,6
archive\Actor_22\03-01-07-01-01-01-22.wav, kids are talking by the door.,7
archive\Actor_22\03-01-07-01-01-02-22.wav, kids are talking by the door.,7
archive\Actor_22\03-01-07-01-02-01-22.wav, dogs are sitting by the door.,7
archive\Actor_22\03-01-07-01-02-02-22.wav, dogs are sitting by the door.,7
archive\Actor_22\03-01-07-02-01-01-22.wav, kids are talking by the door.,7
archive\Actor_22\03-01-07-02-01-02-22.wav, kids are talking by the door.,7
archive\Actor_22\03-01-07-02-02-01-22.wav, dogs are sitting by the door.,7
archive\Actor_22\03-01-07-02-02-02-22.wav, dogs are sitting by the door.,7
archive\Actor_22\03-01-08-01-01-01-22.wav, kids are talking by the door.,8
archive\Actor_22\03-01-08-01-01-02-22.wav, kids are talking by the door.,8
archive\Actor_22\03-01-08-01-02-01-22.wav, dogs are sitting by the door.,8
archive\Actor_22\03-01-08-01-02-02-22.wav, dogs are sitting by the door.,8
archive\Actor_22\03-01-08-02-01-01-22.wav, kids are talking by the door.,8
archive\Actor_22\03-01-08-02-01-02-22.wav, kids are talking by the door.,8
archive\Actor_22\03-01-08-02-02-01-22.wav, dogs are sitting by the door.,8
archive\Actor_22\03-01-08-02-02-02-22.wav, dogs are sitting by the door.,8
archive\Actor_23\03-01-01-01-01-01-23.wav, kids are talking by the door.,1
archive\Actor_23\03-01-01-01-01-02-23.wav, kids are talking by the door.,1
archive\Actor_23\03-01-01-01-02-01-23.wav, dogs are sitting by the door.,1
archive\Actor_23\03-01-01-01-02-02-23.wav, dogs are sitting by the door.,1
archive\Actor_23\03-01-02-01-01-01-23.wav, kids are talking by the door.,2
archive\Actor_23\03-01-02-01-01-02-23.wav, kids are talking by the door.,2
archive\Actor_23\03-01-02-01-02-01-23.wav, dogs are sitting by the door.,2
archive\Actor_23\03-01-02-01-02-02-23.wav, dogs are sitting by the door.,2
archive\Actor_23\03-01-02-02-01-01-23.wav, kids are talking by the door.,2
archive\Actor_23\03-01-02-02-01-02-23.wav, kids are talking by the door.,2
archive\Actor_23\03-01-02-02-02-01-23.wav, dogs are sitting by the door.,2
archive\Actor_23\03-01-02-02-02-02-23.wav, dogs are sitting by the door.,2
archive\Actor_23\03-01-03-01-01-01-23.wav, kids are talking by the door.,3
archive\Actor_23\03-01-03-01-01-02-23.wav, kids are talking by the door.,3
archive\Actor_23\03-01-03-01-02-01-23.wav, dogs are sitting by the door.,3
archive\Actor_23\03-01-03-01-02-02-23.wav, dogs are sitting by the door.,3
archive\Actor_23\03-01-03-02-01-01-23.wav, kids are talking by the door.,3
archive\Actor_23\03-01-03-02-01-02-23.wav, kids are talking by the door.,3
archive\Actor_23\03-01-03-02-02-01-23.wav, don't you're sitting by the door?,3
archive\Actor_23\03-01-03-02-02-02-23.wav, dogs are sitting by the door.,3
archive\Actor_23\03-01-04-01-01-01-23.wav, kids are talking by the door.,4
archive\Actor_23\03-01-04-01-01-02-23.wav, kids are talking by the door.,4
archive\Actor_23\03-01-04-01-02-01-23.wav, dogs are sitting by the door.,4
archive\Actor_23\03-01-04-01-02-02-23.wav, dogs are sitting by the door.,4
archive\Actor_23\03-01-04-02-01-01-23.wav, kids are talking by the door.,4
archive\Actor_23\03-01-04-02-01-02-23.wav, kid's are talking by the door.,4
archive\Actor_23\03-01-04-02-02-01-23.wav, dogs are sitting by the door.,4
archive\Actor_23\03-01-04-02-02-02-23.wav, dogs are sitting by the door.,4
archive\Actor_23\03-01-05-01-01-01-23.wav, kids are talking by the door.,5
archive\Actor_23\03-01-05-01-01-02-23.wav, kids are talking by the door.,5
archive\Actor_23\03-01-05-01-02-01-23.wav, dogs are sitting by the door.,5
archive\Actor_23\03-01-05-01-02-02-23.wav, dogs are sitting by the door.,5
archive\Actor_23\03-01-05-02-01-01-23.wav, kids are talking by the door.,5
archive\Actor_23\03-01-05-02-01-02-23.wav, kids are talking by the door.,5
archive\Actor_23\03-01-05-02-02-01-23.wav, dogs are sitting by the door.,5
archive\Actor_23\03-01-05-02-02-02-23.wav, dogs are sitting by the door.,5
archive\Actor_23\03-01-06-01-01-01-23.wav, kids are talking by the door.,6
archive\Actor_23\03-01-06-01-01-02-23.wav, kids are talking by the door.,6
archive\Actor_23\03-01-06-01-02-01-23.wav, dogs are sitting by the door.,6
archive\Actor_23\03-01-06-01-02-02-23.wav, dogs are sitting by the door.,6
archive\Actor_23\03-01-06-02-01-01-23.wav, kids are talking by the door.,6
archive\Actor_23\03-01-06-02-01-02-23.wav, kids are talking by the door.,6
archive\Actor_23\03-01-06-02-02-01-23.wav, dogs are sitting by the door.,6
archive\Actor_23\03-01-06-02-02-02-23.wav, dogs are sitting by the door.,6
archive\Actor_23\03-01-07-01-01-01-23.wav, kids are talking by the door.,7
archive\Actor_23\03-01-07-01-01-02-23.wav, kids are talking with thor.,7
archive\Actor_23\03-01-07-01-02-01-23.wav, dogs are sitting with a door.,7
archive\Actor_23\03-01-07-01-02-02-23.wav, dogs are sitting by the door.,7
archive\Actor_23\03-01-07-02-01-01-23.wav, kids are talking by the door.,7
archive\Actor_23\03-01-07-02-01-02-23.wav, kids are talking by the door.,7
archive\Actor_23\03-01-07-02-02-01-23.wav, dogs are sitting by the door.,7
archive\Actor_23\03-01-07-02-02-02-23.wav, dogs are sitting by the door.,7
archive\Actor_23\03-01-08-01-01-01-23.wav, kids are talking by the door.,8
archive\Actor_23\03-01-08-01-01-02-23.wav, kids are talking by the door.,8
archive\Actor_23\03-01-08-01-02-01-23.wav, dogs are sitting by the door.,8
archive\Actor_23\03-01-08-01-02-02-23.wav, dogs are sitting by the door.,8
archive\Actor_23\03-01-08-02-01-01-23.wav, kids are talking by the door.,8
archive\Actor_23\03-01-08-02-01-02-23.wav, kids are talking by the door.,8
archive\Actor_23\03-01-08-02-02-01-23.wav, dogs are sitting by the door.,8
archive\Actor_23\03-01-08-02-02-02-23.wav, dogs are sitting by the door.,8
archive\Actor_24\03-01-01-01-01-01-24.wav, kids are talking by the door.,1
archive\Actor_24\03-01-01-01-01-02-24.wav, kids are talking by the door.,1
archive\Actor_24\03-01-01-01-02-01-24.wav, dogs are sitting by the door.,1
archive\Actor_24\03-01-01-01-02-02-24.wav, dogs are sitting by the door.,1
archive\Actor_24\03-01-02-01-01-01-24.wav, kids are talking by the door.,2
archive\Actor_24\03-01-02-01-01-02-24.wav, kids are talking by the door.,2
archive\Actor_24\03-01-02-01-02-01-24.wav, dogs are sitting by the door.,2
archive\Actor_24\03-01-02-01-02-02-24.wav, dogs are sitting by the door.,2
archive\Actor_24\03-01-02-02-01-01-24.wav, kids are talking by the door.,2
archive\Actor_24\03-01-02-02-01-02-24.wav, kids are talking by the door.,2
archive\Actor_24\03-01-02-02-02-01-24.wav, dogs are sitting by the door.,2
archive\Actor_24\03-01-02-02-02-02-24.wav, dogs are sitting by the door.,2
archive\Actor_24\03-01-03-01-01-01-24.wav, kids are talking by the door.,3
archive\Actor_24\03-01-03-01-01-02-24.wav, kids are talking by the door.,3
archive\Actor_24\03-01-03-01-02-01-24.wav, dogs are sitting by the door.,3
archive\Actor_24\03-01-03-01-02-02-24.wav, dogs are sitting by the door.,3
archive\Actor_24\03-01-03-02-01-01-24.wav, kids are talking by the door.,3
archive\Actor_24\03-01-03-02-01-02-24.wav, kids are talking by the door.,3
archive\Actor_24\03-01-03-02-02-01-24.wav, dogs are sitting by the door.,3
archive\Actor_24\03-01-03-02-02-02-24.wav, dogs are sitting by the door.,3
archive\Actor_24\03-01-04-01-01-01-24.wav, kids are talking by the door.,4
archive\Actor_24\03-01-04-01-01-02-24.wav, kids are talking by the door.,4
archive\Actor_24\03-01-04-01-02-01-24.wav, dog zestering by engine,4
archive\Actor_24\03-01-04-01-02-02-24.wav, dogs are sitting by the door.,4
archive\Actor_24\03-01-04-02-01-01-24.wav, kids are talking about the door.,4
archive\Actor_24\03-01-04-02-01-02-24.wav, kids are talking by the door.,4
archive\Actor_24\03-01-04-02-02-01-24.wav, the dogs are sitting by the door.,4
archive\Actor_24\03-01-04-02-02-02-24.wav, dogs are sitting by the door.,4
archive\Actor_24\03-01-05-01-01-01-24.wav, kids are talking by the door.,5
archive\Actor_24\03-01-05-01-01-02-24.wav, kids are talking by the door.,5
archive\Actor_24\03-01-05-01-02-01-24.wav, dogs are sitting by the door.,5
archive\Actor_24\03-01-05-01-02-02-24.wav, dogs are sitting by the door.,5
archive\Actor_24\03-01-05-02-01-01-24.wav, kids are talking by the door.,5
archive\Actor_24\03-01-05-02-01-02-24.wav, kids are talking by the door.,5
archive\Actor_24\03-01-05-02-02-01-24.wav, dogs are sitting by the door.,5
archive\Actor_24\03-01-05-02-02-02-24.wav, dogs are sitting by the door.,5
archive\Actor_24\03-01-06-01-01-01-24.wav, kids are talking by the door.,6
archive\Actor_24\03-01-06-01-01-02-24.wav, kids are talking by the door.,6
archive\Actor_24\03-01-06-01-02-01-24.wav, talks are sitting by the door.,6
archive\Actor_24\03-01-06-01-02-02-24.wav, dogs are sitting by the door.,6
archive\Actor_24\03-01-06-02-01-01-24.wav, kids are talking by the door!,6
archive\Actor_24\03-01-06-02-01-02-24.wav, kids are talking by the door!,6
archive\Actor_24\03-01-06-02-02-01-24.wav, don't watch their sitting by the door!,6
archive\Actor_24\03-01-06-02-02-02-24.wav, dogs are sitting by the door!,6
archive\Actor_24\03-01-07-01-01-01-24.wav, kids are talking by the door.,7
archive\Actor_24\03-01-07-01-01-02-24.wav, kids are talking by the door.,7
archive\Actor_24\03-01-07-01-02-01-24.wav, dogs are sitting by the door.,7
archive\Actor_24\03-01-07-01-02-02-24.wav, dogs are sitting by the door.,7
archive\Actor_24\03-01-07-02-01-01-24.wav, kids are talking about the door.,7
archive\Actor_24\03-01-07-02-01-02-24.wav, kids are talking by the door.,7
archive\Actor_24\03-01-07-02-02-01-24.wav, dogs are sitting by the door.,7
archive\Actor_24\03-01-07-02-02-02-24.wav, dogs are sitting by the door.,7
